183.998850	92.000000	0.460000
24.169695	154.138115	1.380000
100.040653	0.380909	2.300000
147.942079	164.966536	3.220000
1.498132	75.991494	4.140000
169.507990	42.695761	5.060000
68.166911	180.657901	5.980000
49.715982	10.584696	6.900000
178.104810	123.445338	7.820000
7.344821	126.944427	8.740000
130.778282	9.133063	9.660000
119.351440	179.200701	10.580000
13.024888	46.232308	11.500000
181.031610	72.426650	12.420000
39.647284	166.466352	13.340000
80.319904	1.865502	14.260000
161.383491	150.476480	15.180000
1.497055	95.742581	16.100000
156.086645	28.225228	17.020000
87.831966	182.137583	17.940000
34.306639	22.864072	18.860000
181.046093	103.981026	19.780000
18.417433	143.196834	20.700000
111.626808	4.756869	21.620000
136.346607	169.390742	22.540000
7.249806	64.962377	23.460000
172.530927	54.792669	24.380000
57.851790	173.595403	25.300000
62.153744	9.019806	26.220000
169.813239	132.896458	27.140000
7.277554	114.332565	28.060000
139.224023	18.555795	28.980000
106.736691	177.748586	29.900000
23.465567	38.923083	30.820000
178.056615	84.870385	31.740000
33.593948	155.135231	32.660000
92.417838	6.348327	33.580000
149.302588	155.167740	34.500000
7.454005	84.164296	35.420000
159.324139	40.903379	36.340000
76.944414	174.758817	37.260000
47.419010	21.156348	38.180000
172.316194	114.011339	39.100000
18.298741	129.822269	40.020000
120.639737	14.749227	40.940000
122.889299	167.878795	41.860000
18.398511	57.118881	42.780000
169.365160	68.147494	43.700000
51.320001	161.413207	44.620000
75.216794	13.843539	45.540000
156.736306	137.985640	46.460000
13.743905	101.752906	47.380000
142.752581	32.373785	48.300000
94.832600	169.674758	49.220000
37.857105	37.058874	50.140000
168.430389	95.907937	51.060000
33.482235	140.350292	51.980000
102.400833	17.451944	52.900000
134.315745	153.455556	53.820000
19.940233	75.419216	54.740000
155.734427	55.890622	55.660000
69.614303	161.004233	56.580000
62.196531	26.658564	57.500000
157.426572	119.757291	58.420000
25.729052	115.471810	59.340000
124.641652	30.622032	60.260000
109.189078	158.524756	61.180000
35.084719	55.010262	62.100000
158.112131	80.969781	63.020000
51.242185	144.100642	63.940000
86.930141	26.950197	64.860000
139.001014	135.907816	65.780000
28.638120	91.381784	66.700000
138.407606	50.312236	67.620000
86.038485	153.079692	68.540000
55.763743	43.768869	69.460000
150.241580	102.889166	70.380000
42.641581	122.725502	71.300000
107.332073	37.107385	72.220000
117.237901	141.775383	73.140000
40.915754	72.777196	74.060000
141.473348	72.140811	74.980000
69.504917	138.873886	75.900000
77.321337	43.551837	76.820000
134.324391	117.082630	77.740000
45.301374	101.789928	78.660000
118.916887	54.496603	79.580000
97.292563	136.223735	80.500000
59.517619	64.077276	81.420000
133.017632	90.704520	82.340000
63.989905	119.335086	83.260000
94.076192	54.940358	84.180000
114.134330	119.056634	85.100000
59.707781	87.333930	86.020000
116.866508	75.056176	86.940000
85.751396	118.562668	87.860000
80.209332	70.950255	88.780000
111.414206	98.403015	89.700000
77.524541	98.517414	90.620000
95.629848	83.558874	91.540000
